Var,availRatio,nonZeroRatio
Var3391, 1.0, 0.00012000000000000899
Var3392, 0.024819999999999953, 0.98506
Var3393, 1.0, 7.999999999996898e-05
Var3394, 1.0, 0.8307
Var3395, 1.0, 0.006920000000000037
Var3396, 1.0, 0.00041999999999997595
Var3397, 1.0, 0.0012199999999999989
Var3398, 1.0, 0.006920000000000037
Var3399, 1.0, 0.0014800000000000368
Var3400, 1.0, 0.21033999999999997
Var3401, 1.0, 0.007000000000000006
Var3402, 1.0, 0.0009000000000000119
Var3403, 1.0, 0.00046000000000001595
Var3404, 1.0, 0.020340000000000025
Var3405, 1.0, 0.018179999999999974
Var3406, 1.0, 0.007800000000000029
Var3407, 1.0, 0.013279999999999959
Var3408, 0.024800000000000044, 0.97834
Var3409, 1.0, 0.005319999999999991
Var3410, 1.0, 0.0011600000000000499
Var3411, 1.0, 5.999999999994898e-05
Var3412, 1.0, 0.0022999999999999687
Var3413, 1.0, 0.0005800000000000249
Var3414, 1.0, 0.006659999999999999
Var3415, 1.0, 0.00027999999999994696
Var3416, 1.0, 0.0005800000000000249
Var3417, 1.0, 0.0
Var3418, 1.0, 0.12126000000000003
Var3419, 1.0, 0.0015199999999999658
Var3420, 1.0, 0.0013199999999999878
Var3421, 1.0, 0.0
Var3422, 1.0, 0.014499999999999957
Var3423, 1.0, 0.008480000000000043
Var3424, 1.0, 0.0006199999999999539
Var3425, 1.0, 0.0009400000000000519
Var3426, 1.0, 0.0
Var3427, 1.0, 0.01317999999999997
Var3428, 1.0, 0.20423999999999998
Var3429, 1.0, 0.0025800000000000267
Var3430, 1.0, 0.0016399999999999748
Var3431, 1.0, 0.0021600000000000508
Var3432, 1.0, 0.0044800000000000395
Var3433, 1.0, 0.0
Var3434, 1.0, 0.005959999999999965
Var3435, 1.0, 0.02180000000000004
Var3436, 1.0, 5.999999999994898e-05
Var3437, 1.0, 0.03842000000000001
Var3438, 1.0, 0.85858
Var3439, 1.0, 0.0007599999999999829
Var3440, 1.0, 0.0021600000000000508
Var3441, 0.03158000000000005, 0.98072
Var3442, 1.0, 0.8863
Var3443, 1.0, 0.0
Var3444, 1.0, 0.0005399999999999849
Var3445, 1.0, 0.0024999999999999467
Var3446, 1.0, 0.038900000000000046
Var3447, 1.0, 0.0005399999999999849
Var3448, 1.0, 0.009739999999999971
Var3449, 1.0, 0.0006000000000000449
Var3450, 1.0, 0.0041999999999999815
Var3451, 1.0, 0.006800000000000028
Var3452, 1.0, 0.00036000000000002697
Var3453, 1.0, 0.0
Var3454, 1.0, 0.03759999999999997
Var3455, 1.0, 0.24292000000000002
Var3456, 1.0, 0.0011799999999999589
Var3457, 1.0, 0.00043999999999999595
Var3458, 1.0, 0.0021200000000000108
Var3459, 1.0, 0.0025399999999999867
Var3460, 1.0, 0.006319999999999992
Var3461, 1.0, 0.00036000000000002697
Var3462, 1.0, 9.999999999998899e-05
Var3463, 1.0, 5.999999999994898e-05
Var3464, 1.0, 0.0040400000000000436
Var3465, 1.0, 0.00048000000000003595
Var3466, 1.0, 0.0041799999999999615
Var3467, 1.0, 0.0005399999999999849
Var3468, 1.0, 0.0043199999999999905
Var3469, 1.0, 0.023560000000000025
Var3470, 1.0, 0.0027399999999999647
Var3471, 1.0, 0.06357999999999997
Var3472, 1.0, 0.0006199999999999539
Var3473, 1.0, 0.0027000000000000357
Var3474, 1.0, 0.026980000000000004
Var3475, 1.0, 0.008660000000000001
Var3476, 1.0, 7.999999999996898e-05
Var3477, 1.0, 0.0017399999999999638
Var3478, 1.0, 4.0000000000040004e-05
Var3479, 0.8553999999999999, 0.34104
Var3480, 1.0, 0.27781999999999996
Var3481, 1.0, 4.0000000000040004e-05
Var3482, 1.0, 0.0
Var3483, 1.0, 0.0032400000000000206
Var3484, 1.0, 0.0021600000000000508
Var3485, 1.0, 0.0011200000000000099
Var3486, 1.0, 0.19577999999999995
Var3487, 0.0, 1.0
Var3488, 1.0, 0.0
Var3489, 1.0, 9.999999999998899e-05
Var3490, 1.0, 0.00539999999999996
Var3491, 1.0, 0.0047800000000000065
Var3492, 1.0, 0.0022400000000000198
Var3493, 1.0, 0.0008000000000000229
Var3494, 1.0, 0.0044199999999999795
Var3495, 1.0, 0.0020000000000000018
Var3496, 1.0, 2.0000000000020002e-05
Var3497, 1.0, 0.00546000000000002
Var3498, 1.0, 0.0023199999999999887
Var3499, 1.0, 0.000140000000000029
Var3500, 1.0, 0.0010000000000000009
Var3501, 1.0, 0.3375
Var3502, 1.0, 0.17469999999999997
Var3503, 1.0, 2.0000000000020002e-05
Var3504, 1.0, 0.005140000000000033
Var3505, 1.0, 0.0
Var3506, 1.0, 0.5081800000000001
Var3507, 1.0, 0.66126
Var3508, 1.0, 0.0009599999999999609
Var3509, 1.0, 0.18447999999999998
Var3510, 1.0, 0.0018000000000000238
Var3511, 1.0, 0.01539999999999997
Var3512, 1.0, 4.0000000000040004e-05
Var3513, 1.0, 0.0
Var3514, 1.0, 0.98104
Var3515, 1.0, 0.00027999999999994696
Var3516, 1.0, 0.0006800000000000139
Var3517, 1.0, 0.9408
Var3518, 1.0, 0.0014999999999999458
Var3519, 0.013880000000000003, 0.99546
Var3520, 1.0, 0.005319999999999991
Var3521, 1.0, 0.92952
Var3522, 1.0, 0.0009000000000000119
Var3523, 1.0, 0.00027999999999994696
Var3524, 1.0, 0.0008200000000000429
Var3525, 1.0, 0.00012000000000000899
Var3526, 1.0, 0.008839999999999959
Var3527, 1.0, 0.010140000000000038
Var3528, 1.0, 0.0032799999999999496
Var3529, 1.0, 0.008600000000000052
Var3530, 1.0, 0.0033600000000000296
Var3531, 1.0, 0.0016800000000000148
Var3532, 1.0, 0.0010200000000000209
Var3533, 1.0, 0.00027999999999994696
Var3534, 1.0, 0.0007399999999999629
Var3535, 1.0, 0.0008799999999999919
Var3536, 1.0, 0.0006599999999999939
Var3537, 1.0, 0.0005800000000000249
Var3538, 1.0, 7.999999999996898e-05
Var3539, 1.0, 5.999999999994898e-05
Var3540, 1.0, 0.00012000000000000899
Var3541, 1.0, 0.27636000000000005
Var3542, 1.0, 0.0012400000000000189
Var3543, 1.0, 4.0000000000040004e-05
Var3544, 1.0, 0.034479999999999955
Var3545, 1.0, 0.000260000000000038
Var3546, 1.0, 0.0030599999999999516
Var3547, 1.0, 0.0
Var3548, 1.0, 0.007739999999999969
Var3549, 1.0, 2.0000000000020002e-05
Var3550, 1.0, 0.00017999999999995797
Var3551, 1.0, 0.00034000000000000696
Var3552, 1.0, 0.0
Var3553, 1.0, 0.0027000000000000357
Var3554, 1.0, 0.0032400000000000206
Var3555, 1.0, 0.00029999999999996696
Var3556, 1.0, 0.00043999999999999595
Var3557, 1.0, 0.92494
Var3558, 1.0, 0.00034000000000000696
Var3559, 1.0, 0.00036000000000002697
Var3560, 1.0, 0.0008000000000000229
Var3561, 1.0, 0.000140000000000029
Var3562, 1.0, 2.0000000000020002e-05
Var3563, 1.0, 5.999999999994898e-05
Var3564, 1.0, 0.0
Var3565, 1.0, 0.0006199999999999539
Var3566, 1.0, 0.0
Var3567, 0.8553999999999999, 0.9753000000000001
Var3568, 1.0, 0.0010000000000000009
Var3569, 1.0, 0.0
Var3570, 1.0, 0.0
Var3571, 1.0, 0.03200000000000003
Var3572, 1.0, 0.00019999999999997797
Var3573, 1.0, 0.005839999999999956
Var3574, 1.0, 0.05042000000000002
Var3575, 1.0, 0.02205999999999997
Var3576, 1.0, 0.08262000000000003
Var3577, 1.0, 0.0008799999999999919
Var3578, 1.0, 0.00019999999999997797
Var3579, 1.0, 0.05789999999999995
Var3580, 1.0, 0.000160000000000049
Var3581, 1.0, 0.00039999999999995595
Var3582, 1.0, 0.008079999999999976
Var3583, 1.0, 0.0040200000000000236
Var3584, 1.0, 0.0045199999999999685
Var3585, 1.0, 0.0004999999999999449
Var3586, 1.0, 0.0010999999999999899
Var3587, 1.0, 0.0012999999999999678
Var3588, 1.0, 0.0
Var3589, 1.0, 0.0011799999999999589
Var3590, 1.0, 0.0006000000000000449
Var3591, 1.0, 0.00017999999999995797
Var3592, 1.0, 0.0019000000000000128
Var3593, 1.0, 0.02312000000000003
Var3594, 1.0, 0.018299999999999983
Var3595, 1.0, 0.00039999999999995595
Var3596, 1.0, 0.00038000000000004697
Var3597, 1.0, 0.00034000000000000696
Var3598, 1.0, 4.0000000000040004e-05
Var3599, 1.0, 0.000140000000000029
Var3600, 1.0, 0.0
Var3601, 1.0, 0.007319999999999993
Var3602, 1.0, 0.0014199999999999768
Var3603, 1.0, 0.20640000000000003
Var3604, 1.0, 0.80878
Var3605, 1.0, 0.00043999999999999595
Var3606, 1.0, 0.013800000000000034
Var3607, 1.0, 0.0021799999999999597
Var3608, 1.0, 2.0000000000020002e-05
Var3609, 1.0, 0.00048000000000003595
Var3610, 1.0, 0.012800000000000034
Var3611, 1.0, 0.00768000000000002
Var3612, 1.0, 0.0
Var3613, 1.0, 0.0017800000000000038
Var3614, 1.0, 0.00021999999999999797
Var3615, 1.0, 0.0007599999999999829
Var3616, 1.0, 0.0014999999999999458
Var3617, 1.0, 0.0024800000000000377
Var3618, 1.0, 0.0011999999999999789
Var3619, 1.0, 7.999999999996898e-05
Var3620, 1.0, 0.0
Var3621, 1.0, 0.0
Var3622, 1.0, 0.0016000000000000458
Var3623, 0.88922, 0.51008
Var3624, 1.0, 0.0
Var3625, 1.0, 0.06918000000000002
Var3626, 1.0, 0.007360000000000033
Var3627, 1.0, 0.008179999999999965
Var3628, 1.0, 0.0025800000000000267
Var3629, 1.0, 0.14908
Var3630, 1.0, 0.043420000000000014
Var3631, 1.0, 0.011859999999999982
Var3632, 1.0, 0.94468
Var3633, 1.0, 0.0019400000000000528
Var3634, 1.0, 0.0011999999999999789
Var3635, 1.0, 0.031179999999999986
Var3636, 1.0, 0.00038000000000004697
Var3637, 1.0, 7.999999999996898e-05
Var3638, 1.0, 0.9279
Var3639, 1.0, 0.0006599999999999939
Var3640, 1.0, 0.000140000000000029
Var3641, 1.0, 0.0
Var3642, 1.0, 0.0028000000000000247
Var3643, 1.0, 0.0026000000000000467
Var3644, 1.0, 0.034599999999999964
Var3645, 1.0, 0.0009400000000000519
Var3646, 1.0, 0.006460000000000021
Var3647, 1.0, 0.0039799999999999836
Var3648, 1.0, 0.0028399999999999537
Var3649, 1.0, 0.0047800000000000065
Var3650, 1.0, 0.0010999999999999899
Var3651, 1.0, 0.0
Var3652, 1.0, 0.0
Var3653, 1.0, 0.0
Var3654, 1.0, 0.0007000000000000339
Var3655, 1.0, 0.11987999999999999
Var3656, 1.0, 0.00019999999999997797
Var3657, 1.0, 0.006399999999999961
Var3658, 1.0, 0.88306
Var3659, 1.0, 0.5014799999999999
Var3660, 1.0, 0.20550000000000002
Var3661, 1.0, 0.0012999999999999678
Var3662, 0.011159999999999948, 0.9912
Var3663, 1.0, 0.005959999999999965
Var3664, 1.0, 0.00546000000000002
Var3665, 1.0, 0.0019400000000000528
Var3666, 1.0, 0.0024399999999999977
Var3667, 1.0, 0.0020799999999999708
Var3668, 1.0, 0.0
Var3669, 1.0, 0.0
Var3670, 1.0, 0.00046000000000001595
Var3671, 1.0, 0.005939999999999945
Var3672, 1.0, 0.0005199999999999649
Var3673, 1.0, 0.0
Var3674, 1.0, 0.0006000000000000449
Var3675, 1.0, 0.0019200000000000328
Var3676, 1.0, 0.0
Var3677, 1.0, 0.0
Var3678, 1.0, 0.0007599999999999829
Var3679, 1.0, 0.0012199999999999989
Var3680, 1.0, 0.84502
Var3681, 1.0, 0.85484
Var3682, 1.0, 0.02503999999999995
Var3683, 1.0, 0.008519999999999972
Var3684, 1.0, 0.009360000000000035
Var3685, 1.0, 0.8552
Var3686, 1.0, 0.0027000000000000357
Var3687, 1.0, 0.0
Var3688, 1.0, 0.0
Var3689, 1.0, 0.00017999999999995797
Var3690, 1.0, 0.06747999999999998
Var3691, 1.0, 0.015880000000000005
Var3692, 1.0, 0.010820000000000052
Var3693, 1.0, 0.0016800000000000148
Var3694, 1.0, 0.81942
Var3695, 1.0, 0.0005199999999999649
Var3696, 1.0, 0.0010999999999999899
Var3697, 1.0, 0.22199999999999998
Var3698, 1.0, 0.0
Var3699, 1.0, 0.0006000000000000449
Var3700, 1.0, 0.026059999999999972
Var3701, 1.0, 0.027880000000000016
Var3702, 1.0, 0.005140000000000033
Var3703, 1.0, 0.8599600000000001
Var3704, 1.0, 0.0018599999999999728
Var3705, 1.0, 0.00043999999999999595
Var3706, 1.0, 0.0007800000000000029
Var3707, 1.0, 0.0050000000000000044
Var3708, 1.0, 2.0000000000020002e-05
Var3709, 1.0, 2.0000000000020002e-05
Var3710, 1.0, 0.33574000000000004
Var3711, 1.0, 0.10699999999999998
Var3712, 0.47712, 0.99994
Var3713, 1.0, 4.0000000000040004e-05
Var3714, 1.0, 0.09106000000000003
Var3715, 1.0, 0.00046000000000001595
Var3716, 1.0, 0.00021999999999999797
Var3717, 1.0, 0.0028399999999999537
Var3718, 1.0, 0.97912
Var3719, 1.0, 0.000140000000000029
Var3720, 1.0, 0.0006599999999999939
Var3721, 1.0, 0.0005199999999999649
Var3722, 1.0, 7.999999999996898e-05
Var3723, 1.0, 0.011839999999999962
Var3724, 1.0, 4.0000000000040004e-05
Var3725, 1.0, 2.0000000000020002e-05
Var3726, 0.024800000000000044, 0.9793
Var3727, 1.0, 0.0040799999999999725
Var3728, 1.0, 0.00012000000000000899
Var3729, 1.0, 0.0015600000000000058
Var3730, 1.0, 0.00019999999999997797
Var3731, 1.0, 0.00017999999999995797
Var3732, 1.0, 0.0009200000000000319
Var3733, 1.0, 0.0048799999999999955
Var3734, 1.0, 0.0031600000000000517
Var3735, 1.0, 0.005800000000000027
Var3736, 1.0, 0.0
Var3737, 0.02973999999999999, 1.0
Var3738, 1.0, 0.0037199999999999456
Var3739, 1.0, 0.07791999999999999
Var3740, 1.0, 0.010440000000000005
Var3741, 1.0, 0.8137
Var3742, 0.01639999999999997, 0.99414
Var3743, 1.0, 0.00046000000000001595
Var3744, 1.0, 0.0
Var3745, 1.0, 0.00012000000000000899
Var3746, 1.0, 0.0
Var3747, 1.0, 0.005260000000000042
Var3748, 1.0, 0.029980000000000007
Var3749, 1.0, 0.00012000000000000899
Var3750, 1.0, 7.999999999996898e-05
Var3751, 1.0, 0.0006000000000000449
Var3752, 1.0, 0.00043999999999999595
Var3753, 1.0, 0.13985999999999998
Var3754, 1.0, 0.32026
Var3755, 1.0, 0.12956
Var3756, 1.0, 0.0017200000000000548
Var3757, 1.0, 0.0048599999999999755
Var3758, 1.0, 0.97908
Var3759, 1.0, 0.0005800000000000249
Var3760, 1.0, 0.00019999999999997797
Var3761, 1.0, 0.01427999999999996
Var3762, 1.0, 0.0009599999999999609
Var3763, 1.0, 0.012839999999999963
Var3764, 1.0, 7.999999999996898e-05
Var3765, 1.0, 0.8625
Var3766, 1.0, 0.054119999999999946
Var3767, 1.0, 9.999999999998899e-05
Var3768, 1.0, 0.00029999999999996696
Var3769, 1.0, 0.0008399999999999519
Var3770, 1.0, 0.0
Var3771, 1.0, 0.0006199999999999539
Var3772, 1.0, 0.0
Var3773, 1.0, 0.35229999999999995
Var3774, 0.02973999999999999, 0.99996
Var3775, 1.0, 0.0011400000000000299
Var3776, 1.0, 0.005580000000000029
Var3777, 1.0, 0.000260000000000038
Var3778, 1.0, 0.00043999999999999595
Var3779, 1.0, 0.00039999999999995595
Var3780, 1.0, 0.000260000000000038
Var3781, 1.0, 0.0010200000000000209
Var3782, 1.0, 0.005759999999999987
Var3783, 1.0, 0.0025800000000000267
Var3784, 1.0, 0.00012000000000000899
Var3785, 1.0, 0.007900000000000018
Var3786, 1.0, 0.032159999999999966
Var3787, 1.0, 0.0020200000000000218
Var3788, 1.0, 0.008580000000000032
Var3789, 1.0, 0.0007599999999999829
Var3790, 1.0, 0.007220000000000004
Var3791, 1.0, 0.8007
Var3792, 1.0, 0.0007000000000000339
Var3793, 1.0, 0.0009000000000000119
Var3794, 1.0, 0.0042200000000000015
Var3795, 1.0, 0.01959999999999995
Var3796, 1.0, 0.02298
Var3797, 1.0, 0.85244
Var3798, 1.0, 0.0008200000000000429
Var3799, 1.0, 0.005539999999999989
Var3800, 1.0, 0.0036000000000000476
Var3801, 1.0, 0.08916000000000002
Var3802, 1.0, 5.999999999994898e-05
Var3803, 1.0, 0.001040000000000041
Var3804, 1.0, 0.010680000000000023
Var3805, 1.0, 0.00034000000000000696
Var3806, 1.0, 0.54148
Var3807, 1.0, 0.08872000000000002
Var3808, 1.0, 0.00036000000000002697
Var3809, 1.0, 0.0020799999999999708
Var3810, 1.0, 0.0035600000000000076
Var3811, 1.0, 0.05237999999999998
Var3812, 1.0, 0.0007800000000000029
Var3813, 1.0, 0.0035199999999999676
Var3814, 0.024800000000000044, 0.9793
Var3815, 1.0, 0.0008599999999999719
Var3816, 1.0, 0.82916
Var3817, 1.0, 7.999999999996898e-05
Var3818, 1.0, 0.00012000000000000899
Var3819, 1.0, 0.04481999999999997
Var3820, 1.0, 0.000160000000000049
Var3821, 1.0, 0.00021999999999999797
Var3822, 1.0, 0.83906
Var3823, 1.0, 0.0
Var3824, 1.0, 0.0009599999999999609
Var3825, 1.0, 0.0016000000000000458
Var3826, 1.0, 0.0007000000000000339
Var3827, 1.0, 9.999999999998899e-05
Var3828, 1.0, 9.999999999998899e-05
Var3829, 1.0, 0.00041999999999997595
Var3830, 1.0, 0.0006000000000000449
Var3831, 0.024819999999999953, 0.9881
Var3832, 1.0, 0.0047599999999999865
Var3833, 1.0, 0.00031999999999998696
Var3834, 1.0, 5.999999999994898e-05
Var3835, 1.0, 0.98338
Var3836, 1.0, 0.006979999999999986
Var3837, 1.0, 0.0037399999999999656
Var3838, 1.0, 0.0032999999999999696
Var3839, 0.5524, 0.98966
Var3840, 1.0, 0.008680000000000021
Var3841, 1.0, 0.00017999999999995797
Var3842, 1.0, 0.0
Var3843, 1.0, 0.00019999999999997797
Var3844, 1.0, 0.005939999999999945
Var3845, 1.0, 0.79332
Var3846, 1.0, 0.0005800000000000249
Var3847, 1.0, 0.0036800000000000166
Var3848, 1.0, 0.000160000000000049
Var3849, 1.0, 0.21106000000000003
Var3850, 1.0, 0.006240000000000023
Var3851, 1.0, 0.0014199999999999768
Var3852, 1.0, 0.0007399999999999629
Var3853, 1.0, 0.00019999999999997797
Var3854, 1.0, 0.0
Var3855, 1.0, 0.0015600000000000058
Var3856, 1.0, 0.53542
Var3857, 1.0, 0.9777
Var3858, 1.0, 0.00017999999999995797
Var3859, 1.0, 7.999999999996898e-05
Var3860, 1.0, 0.00021999999999999797
Var3861, 1.0, 0.000140000000000029
Var3862, 1.0, 0.97186
Var3863, 1.0, 0.00019999999999997797
Var3864, 1.0, 2.0000000000020002e-05
Var3865, 1.0, 0.019419999999999993
Var3866, 1.0, 0.007199999999999984
Var3867, 1.0, 0.0004999999999999449
Var3868, 1.0, 0.00012000000000000899
Var3869, 1.0, 0.3206
Var3870, 1.0, 0.19648
Var3871, 1.0, 0.000140000000000029
Var3872, 1.0, 0.15180000000000005
Var3873, 1.0, 0.14483999999999997
Var3874, 1.0, 0.0006800000000000139
Var3875, 1.0, 0.0021200000000000108
Var3876, 1.0, 0.0006000000000000449
Var3877, 1.0, 0.0048399999999999554
Var3878, 1.0, 0.00027999999999994696
Var3879, 1.0, 0.0040599999999999525
Var3880, 1.0, 0.000160000000000049
Var3881, 1.0, 0.00012000000000000899
Var3882, 1.0, 0.017780000000000018
Var3883, 1.0, 0.013639999999999985
Var3884, 1.0, 0.0043999999999999595
Var3885, 1.0, 0.36746
Var3886, 1.0, 0.0016800000000000148
Var3887, 1.0, 0.09987999999999997
Var3888, 1.0, 0.00017999999999995797
Var3889, 1.0, 0.0047199999999999465
Var3890, 1.0, 0.041159999999999974
Var3891, 1.0, 0.0
Var3892, 1.0, 0.0031600000000000517
Var3893, 1.0, 2.0000000000020002e-05
Var3894, 1.0, 0.0
Var3895, 1.0, 0.0040999999999999925
Var3896, 1.0, 0.000260000000000038
Var3897, 1.0, 0.17020000000000002
Var3898, 1.0, 0.0004999999999999449
Var3899, 1.0, 0.00012000000000000899
Var3900, 1.0, 0.017299999999999982
Var3901, 1.0, 0.009220000000000006
Var3902, 1.0, 0.0014399999999999968
Var3903, 1.0, 0.0014199999999999768
Var3904, 1.0, 0.85148
Var3905, 1.0, 0.00031999999999998696
Var3906, 1.0, 0.0007599999999999829
Var3907, 1.0, 0.0006000000000000449
Var3908, 1.0, 0.01651999999999998
Var3909, 1.0, 0.03698000000000001
Var3910, 1.0, 0.0039799999999999836
Var3911, 1.0, 0.01083999999999996
Var3912, 1.0, 0.008959999999999968
Var3913, 1.0, 0.16290000000000004
Var3914, 1.0, 0.014040000000000052
Var3915, 1.0, 0.8593
Var3916, 1.0, 0.00031999999999998696
Var3917, 1.0, 0.97522
Var3918, 1.0, 0.00024000000000001798
Var3919, 1.0, 0.0007599999999999829
Var3920, 1.0, 1.0
Var3921, 1.0, 0.0008599999999999719
Var3922, 1.0, 1.0
Var3923, 0.89982, 0.1602
Var3924, 1.0, 0.0029000000000000137
Var3925, 1.0, 0.005839999999999956
Var3926, 1.0, 0.0036599999999999966
Var3927, 1.0, 0.012159999999999949
Var3928, 1.0, 0.0006599999999999939
Var3929, 1.0, 0.0
Var3930, 1.0, 0.0038000000000000256
Var3931, 1.0, 0.01093999999999995
Var3932, 1.0, 0.000260000000000038
Var3933, 1.0, 0.018220000000000014
Var3934, 1.0, 0.0010200000000000209
Var3935, 1.0, 0.011240000000000028
Var3936, 1.0, 7.999999999996898e-05
Var3937, 1.0, 0.005519999999999969
Var3938, 1.0, 0.3248
Var3939, 1.0, 0.98746
Var3940, 1.0, 0.0005800000000000249
Var3941, 1.0, 0.54316
Var3942, 0.024819999999999953, 0.98968
Var3943, 1.0, 0.84858
Var3944, 1.0, 0.006399999999999961
Var3945, 1.0, 0.0025199999999999667
Var3946, 1.0, 5.999999999994898e-05
Var3947, 1.0, 0.00012000000000000899
Var3948, 1.0, 0.0
Var3949, 1.0, 0.0007399999999999629
Var3950, 1.0, 0.0004999999999999449
Var3951, 1.0, 0.0011799999999999589
Var3952, 1.0, 0.03534000000000004
Var3953, 1.0, 0.0
Var3954, 1.0, 0.98462
Var3955, 1.0, 0.0010999999999999899
Var3956, 1.0, 0.0010999999999999899
Var3957, 1.0, 0.0009200000000000319
Var3958, 1.0, 0.00873999999999997
Var3959, 1.0, 0.013000000000000012
Var3960, 1.0, 0.88236
Var3961, 1.0, 0.9988
Var3962, 1.0, 7.999999999996898e-05
Var3963, 1.0, 0.0034999999999999476
Var3964, 1.0, 0.00046000000000001595
Var3965, 1.0, 0.00019999999999997797
Var3966, 1.0, 0.0008599999999999719
Var3967, 1.0, 0.012900000000000023
Var3968, 1.0, 0.0017599999999999838
Var3969, 1.0, 0.0004999999999999449
Var3970, 1.0, 0.27549999999999997
Var3971, 0.88922, 0.5889
Var3972, 1.0, 0.00036000000000002697
Var3973, 1.0, 0.0
Var3974, 1.0, 0.00012000000000000899
Var3975, 1.0, 0.80072
Var3976, 1.0, 0.0009799999999999809
Var3977, 1.0, 0.020100000000000007
Var3978, 1.0, 0.0004999999999999449
Var3979, 1.0, 0.00012000000000000899
Var3980, 1.0, 0.0
Var3981, 1.0, 0.0036599999999999966
Var3982, 1.0, 7.999999999996898e-05
Var3983, 1.0, 0.8801
Var3984, 1.0, 0.00012000000000000899
Var3985, 1.0, 0.05901999999999996
Var3986, 1.0, 0.0
Var3987, 1.0, 0.0017000000000000348
Var3988, 1.0, 0.10304000000000002
Var3989, 1.0, 0.0012600000000000389
Var3990, 1.0, 0.000260000000000038
Var3991, 1.0, 0.0
Var3992, 1.0, 0.0010000000000000009
Var3993, 1.0, 0.005380000000000051
Var3994, 1.0, 0.04623999999999995
Var3995, 1.0, 0.79332
Var3996, 1.0, 0.03478000000000003
Var3997, 1.0, 0.08638000000000001
Var3998, 1.0, 0.8175600000000001
Var3999, 1.0, 0.0008200000000000429
Var4000, 1.0, 0.8598600000000001
Var4001, 1.0, 0.0006199999999999539
Var4002, 1.0, 0.0007399999999999629
Var4003, 1.0, 0.34221999999999997
Var4004, 1.0, 2.0000000000020002e-05
Var4005, 1.0, 0.024839999999999973
Var4006, 1.0, 0.0008399999999999519
Var4007, 1.0, 0.0252
Var4008, 1.0, 0.0040799999999999725
Var4009, 1.0, 0.019959999999999978
Var4010, 1.0, 0.000160000000000049
Var4011, 1.0, 0.00019999999999997797
Var4012, 1.0, 0.005900000000000016
Var4013, 1.0, 2.0000000000020002e-05
Var4014, 1.0, 0.0038200000000000456
Var4015, 1.0, 0.009220000000000006
Var4016, 1.0, 0.00546000000000002
Var4017, 1.0, 0.00038000000000004697
Var4018, 1.0, 0.00027999999999994696
Var4019, 1.0, 0.011480000000000046
Var4020, 1.0, 0.00048000000000003595
Var4021, 1.0, 2.0000000000020002e-05
Var4022, 1.0, 0.98274
Var4023, 1.0, 0.0006599999999999939
Var4024, 1.0, 0.0010200000000000209
Var4025, 1.0, 0.0
Var4026, 1.0, 0.000260000000000038
Var4027, 1.0, 0.97678
Var4028, 1.0, 0.0
Var4029, 1.0, 0.0005600000000000049
Var4030, 1.0, 0.0010799999999999699
Var4031, 1.0, 0.81364
Var4032, 1.0, 0.13076
Var4033, 1.0, 0.0014600000000000168
Var4034, 1.0, 0.0
Var4035, 1.0, 0.026079999999999992
Var4036, 1.0, 0.0032799999999999496
Var4037, 1.0, 0.0023199999999999887
Var4038, 1.0, 0.0007200000000000539
Var4039, 1.0, 0.0032799999999999496
Var4040, 1.0, 0.0
Var4041, 1.0, 0.0
Var4042, 1.0, 0.00043999999999999595
Var4043, 1.0, 0.005619999999999958
Var4044, 1.0, 0.0008799999999999919
Var4045, 1.0, 0.0014600000000000168
Var4046, 1.0, 0.00027999999999994696
Var4047, 1.0, 0.94388
Var4048, 1.0, 0.0027199999999999447
Var4049, 1.0, 0.014939999999999953
Var4050, 1.0, 0.011079999999999979
Var4051, 1.0, 0.001040000000000041
Var4052, 1.0, 0.8686
Var4053, 1.0, 0.0006599999999999939
Var4054, 1.0, 0.26837999999999995
Var4055, 1.0, 0.0
Var4056, 1.0, 0.0
Var4057, 1.0, 0.87112
Var4058, 1.0, 5.999999999994898e-05
Var4059, 1.0, 0.0008399999999999519
Var4060, 1.0, 0.00039999999999995595
Var4061, 1.0, 0.0014999999999999458
Var4062, 1.0, 0.83568
Var4063, 1.0, 0.91324
Var4064, 1.0, 0.029120000000000035
Var4065, 1.0, 0.0009599999999999609
Var4066, 1.0, 0.0006800000000000139
Var4067, 1.0, 0.007460000000000022
Var4068, 1.0, 0.018159999999999954
Var4069, 1.0, 0.014040000000000052
Var4070, 1.0, 0.007079999999999975
Var4071, 1.0, 0.0031600000000000517
Var4072, 1.0, 0.0021999999999999797
Var4073, 1.0, 0.00031999999999998696
Var4074, 1.0, 0.8739
Var4075, 1.0, 0.006920000000000037
Var4076, 1.0, 0.0039000000000000146
Var4077, 1.0, 0.006260000000000043
Var4078, 1.0, 0.010519999999999974
Var4079, 1.0, 0.0006399999999999739
Var4080, 1.0, 0.000160000000000049
Var4081, 1.0, 0.030259999999999954
Var4082, 1.0, 0.02205999999999997
Var4083, 1.0, 0.009939999999999949
Var4084, 1.0, 0.005560000000000009
Var4085, 1.0, 0.0033800000000000496
Var4086, 1.0, 0.0004999999999999449
Var4087, 1.0, 0.90428
Var4088, 1.0, 0.0030000000000000027
Var4089, 1.0, 0.18525999999999998
Var4090, 1.0, 9.999999999998899e-05
Var4091, 1.0, 0.010360000000000036
Var4092, 1.0, 0.0030400000000000427
Var4093, 1.0, 0.026800000000000046
Var4094, 1.0, 0.0
Var4095, 1.0, 0.0037199999999999456
